AAPL.O,MSFT.O,AMZN.O,JPM.N,V.N,JNJ.N,WMT.N,BAC.N,BRK_B.N,XOM.N,turnover,transaction_cost,gross_log_return,net_log_return
0.10000716050757189,0.09967024007042091,0.3499999999999999,6.648090938241568e-19,0.0999955633415867,0.09999834432541387,0.0999918959518473,8.308950069471254e-19,0.09999923372377448,0.05033756207938482,7.287128996266715e-07,7.287128996266715e-10,-0.007062917470378562,-0.007062918199091462
0.10000759068323795,0.09967023946626732,0.35,6.63801113721183e-19,0.09999552285909202,0.09999820714017654,0.09999188363505264,8.304305546360091e-19,0.09999921071898979,0.05033734549718377,8.603513321076021e-07,8.603513321076022e-10,-0.010446628108765059,-0.01044662896911639
0.10000848199854677,0.09967023266264324,0.35,6.645601563079695e-19,0.09999550036948836,0.09999789502132173,0.09999188156143755,8.216908123846509e-19,0.09999920522406755,0.05033680316249473,1.7826306177512558e-06,1.7826306177512559e-09,0.0006958132337444964,0.0006958114511138786
0.10000982520633148,0.09967022290756952,0.35000000000000003,6.624653820743421e-19,0.09999547982913717,0.09999728492217301,0.09999186937965482,8.124065293202807e-19,0.09999919058457955,0.05033612717055448,2.686415569365397e-06,2.686415569365397e-09,0.0060869034967580525,0.006086900810342483
0.10001118456986069,0.09967021972682048,0.35,6.44179350481614e-19,0.09999548500645163,0.09999683617282473,0.09999186653807411,7.795359624999227e-19,0.09999903305128927,0.05033537493467911,2.7290816874068155e-06,2.7290816874068154e-09,-0.001798322132652542,-0.0017983248617342293
0.10001184948942586,0.09967020794895526,0.35,6.441976990841813e-19,0.09999547682705623,0.0999966256045186,0.0999918682224265,7.7946664341046825e-19,0.09999883709813182,0.05033513480948578,1.33320783510249e-06,1.3332078351024901e-09,-0.006944620093176091,-0.006944621426383926
0.10001240996179925,0.09967019617308485,0.35,6.429386825846033e-19,0.09999546586905893,0.09999649830684446,0.09999186843254353,7.779424676305012e-19,0.09999882523286821,0.050334736023800765,1.121364980871678e-06,1.121364980871678e-09,0.006777699049965946,0.006777697928600965
0.10001295670170542,0.09967015140946092,0.35,6.428836031881846e-19,0.09999545932956785,0.09999634905062019,0.09999181430731328,7.77975760065968e-19,0.09999869100590685,0.050334578195425486,1.0934798123293787e-06,1.0934798123293787e-09,0.04688578396605194,0.046885782872572127
0.10001342653203485,0.09967011421102213,0.35,6.429553811867765e-19,0.09999545092783298,0.0999962258052332,0.0999917717893511,7.778987190861648e-19,0.09999857558989497,0.05033443514463076,9.396606588663039e-07,9.396606588663038e-10,0.025069122252915126,0.025069121313254467
0.10001436762843195,0.09967010483211584,0.35,6.431689487011833e-19,0.09999544641841047,0.09999583110596785,0.0999917572069569,7.763885418827759e-19,0.09999852884861272,0.050333963959504284,1.8821927941711797e-06,1.8821927941711797e-09,0.006379741012591066,0.006379739130398272
